Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-January-2016,362.30,369.40,353.00,354.10,359.316207276736493936,13605,673,4888497.00,6303,46.33,16.40,-8.20
1-January-2016,360.50,377.30,360.50,365.50,369.663379333557724671,29710,1106,10982699.00,10849,36.52,16.80,5.00
31-December-2015,365.90,367.40,358.20,360.90,363.314317673378076062,8046,407,2923227.00,2937,36.50,9.20,-5.00
30-December-2015,366.00,369.80,361.50,363.60,365.581586669461328861,19084,774,6976759.00,7896,41.37,8.30,-2.40
29-December-2015,371.90,388.10,360.50,363.40,373.090394747345733216,100216,3567,37389627.00,27518,27.46,27.60,-8.50
28-December-2015,363.60,375.00,357.90,364.40,364.425240340255273733,850773,1496,310043155.00,821295,96.54,17.10,0.80
24-December-2015,369.10,374.00,358.00,359.80,364.215670215670215670,10989,566,4002366.00,6937,63.13,16.00,-9.30
23-December-2015,374.80,379.10,369.00,369.80,374.497659906396255850,12820,611,4801060.00,5890,45.94,10.10,-5.00
22-December-2015,385.50,390.80,370.10,371.40,381.393685567010309278,26384,1649,10062691.00,8131,30.82,20.70,-14.10
21-December-2015,384.50,392.00,370.00,380.90,381.602122835943940643,48520,2344,18515335.00,20279,41.80,22.00,-3.60
18-December-2015,345.00,410.40,340.30,400.20,396.893556916540486790,176996,2728,70248572.00,89024,50.30,70.10,55.20
17-December-2015,341.00,344.40,336.00,342.00,340.926533523537803138,4206,189,1433937.00,2334,55.49,8.40,1.00
16-December-2015,347.00,349.80,331.40,334.80,339.356794352745769749,9633,352,3269024.00,7187,74.61,18.40,-12.20
15-December-2015,342.90,354.80,315.10,342.10,340.629405482378070487,8427,390,2870484.00,5151,61.12,39.70,-0.80
14-December-2015,342.30,356.00,342.30,349.90,350.778681120144534778,1107,75,388312.00,529,47.79,13.70,7.60
11-December-2015,360.20,367.00,343.70,348.90,352.036749745676500508,7864,439,2768417.00,3133,39.84,23.30,-11.30
10-December-2015,350.00,366.00,335.20,358.20,352.230916716596764529,8345,643,2939367.00,2228,26.70,30.80,8.20
9-December-2015,362.60,363.00,340.00,341.80,349.752597091257791273,6257,400,2188402.00,3178,50.79,23.00,-20.80
8-December-2015,371.90,375.50,360.00,361.00,367.018401380103507763,1739,80,638245.00,1361,78.26,15.50,-10.90
7-December-2015,373.00,392.00,370.00,372.30,381.501276440554339897,5484,270,2092153.00,2625,47.87,22.00,-0.70
4-December-2015,375.40,386.20,372.00,374.00,378.013009137370295803,6457,271,2440830.00,3286,50.89,14.20,-1.40
3-December-2015,397.70,397.70,379.20,381.50,384.670000000000000000,9300,457,3577431.00,4837,52.01,18.50,-16.20
2-December-2015,409.70,412.50,392.10,394.60,400.783609429754698948,12556,691,5032239.00,4434,35.31,20.40,-15.10
1-December-2015,388.10,421.00,388.10,402.70,407.204138012981419044,67327,2675,27415833.00,18404,27.34,32.90,14.60
30-November-2015,360.30,386.00,359.00,383.20,378.257904001083203574,29542,1031,11174495.00,14051,47.56,27.00,22.90
27-November-2015,364.20,369.00,354.20,360.30,363.009038719921827287,8187,319,2971955.00,4400,53.74,14.80,-3.90
26-November-2015,358.00,378.20,358.00,364.60,369.673343446183548231,29006,1516,10722745.00,6128,21.13,20.20,6.60
24-November-2015,354.20,372.00,353.20,359.70,363.555162185436800306,10451,475,3799515.00,3296,31.54,18.80,5.50
23-November-2015,361.80,370.60,358.00,360.00,363.517328611181381229,3953,159,1436984.00,2552,64.56,12.60,-1.80
20-November-2015,374.90,378.40,360.00,361.80,369.559165808444902162,19420,729,7176839.00,7328,37.73,18.40,-13.10
19-November-2015,361.60,377.30,356.30,368.70,371.331772872190161023,24779,1104,9201230.00,8191,33.06,21.00,7.10
18-November-2015,353.10,381.80,347.60,351.70,366.477824954508152852,28027,1353,10271274.00,10209,36.43,34.20,-1.40
17-November-2015,354.90,365.00,350.60,351.80,357.253727634194831013,4024,179,1437589.00,2249,55.89,14.40,-3.10
16-November-2015,370.00,384.90,355.00,357.90,369.883333333333333333,6840,365,2530002.00,3048,44.56,29.90,-12.10
13-November-2015,376.10,385.80,365.00,371.80,376.624465703236311825,4913,239,1850356.00,2408,49.01,20.80,-4.30
11-November-2015,395.70,395.70,383.50,388.20,390.146469465648854961,4192,110,1635494.00,1890,45.09,12.20,-7.50
10-November-2015,397.00,416.00,385.00,390.40,399.776005876498744135,42202,2609,16871347.00,9942,23.56,31.00,-6.60
9-November-2015,340.00,406.60,340.00,390.10,384.119739011973901197,55788,2439,21429272.00,9333,16.73,66.60,50.10
6-November-2015,341.30,400.00,341.30,367.30,378.945946335210496752,69431,4111,26310596.00,9993,14.39,58.70,26.00
5-November-2015,357.90,357.90,335.70,338.50,342.562942779291553133,3670,214,1257206.00,2307,62.86,22.20,-19.40
4-November-2015,369.00,371.80,350.00,351.80,361.901012494614390348,18568,882,6719778.00,8985,48.39,21.80,-17.20
3-November-2015,316.00,352.10,312.00,352.10,348.606441183785128077,16084,412,5606986.00,6402,39.80,40.10,36.10
2-November-2015,328.00,338.50,318.00,320.10,327.240231548480463096,1382,71,452246.00,942,68.16,20.50,-7.90
30-October-2015,351.00,356.00,330.00,331.30,336.750923033229196251,3521,126,1185700.00,2697,76.60,26.00,-19.70
29-October-2015,347.70,361.30,347.70,352.70,353.707792207792207792,770,65,272355.00,347,45.06,13.60,5.00
28-October-2015,347.60,358.00,347.00,354.80,353.495024875621890547,1206,82,426315.00,736,61.03,11.00,7.20
27-October-2015,357.10,365.10,351.70,354.70,357.948090692124105011,1676,82,599921.00,1093,65.21,13.40,-2.40
26-October-2015,361.00,368.70,359.20,360.30,363.939807789580171977,1977,81,719509.00,1145,57.92,9.50,-0.70
23-October-2015,373.70,379.80,366.00,367.50,372.013140604467805519,3805,169,1415510.00,1156,30.38,13.80,-6.20
21-October-2015,391.90,408.00,364.00,371.40,381.734746639089968976,3868,151,1476550.00,1542,39.87,44.00,-20.50
20-October-2015,388.00,393.00,378.00,379.70,386.638902262879152623,2077,129,803049.00,804,38.71,15.00,-8.30
19-October-2015,385.00,387.40,378.60,381.70,383.568874441284030881,2461,115,943963.00,1361,55.30,8.80,-3.30
16-October-2015,391.00,395.00,380.00,382.40,387.722386102917076368,3051,175,1182941.00,1295,42.45,15.00,-8.60
15-October-2015,412.00,418.80,383.70,387.60,404.493578790718183321,18143,1057,7338727.00,6804,37.50,35.10,-24.40
14-October-2015,365.80,397.90,360.00,397.90,390.695000221818020495,22541,862,8806656.00,5903,26.19,37.90,32.10
13-October-2015,364.00,369.00,359.50,361.80,365.501577287066246056,634,56,231728.00,270,42.59,9.50,-2.20
12-October-2015,378.00,383.90,352.50,360.00,374.739130434782608695,12811,645,4800783.00,5992,46.77,31.40,-18.00
9-October-2015,357.50,380.90,357.50,375.50,373.318473023772965531,18887,819,7050866.00,6802,36.01,23.40,18.00
8-October-2015,361.00,367.00,350.20,354.20,358.107774347460005613,3563,177,1275938.00,1382,38.79,16.80,-6.80
7-October-2015,355.00,368.00,354.70,361.60,362.132439070470432646,5293,292,1916767.00,2499,47.21,13.30,6.60
6-October-2015,364.90,374.00,350.50,358.80,360.376944190301921317,33883,660,12210652.00,6031,17.80,23.50,-6.10
5-October-2015,321.00,347.90,320.00,347.90,344.133262006657156443,33648,881,11579396.00,10039,29.84,27.90,26.90
1-October-2015,328.10,331.00,311.30,316.30,323.487130858845841235,3691,172,1193991.00,2211,59.90,19.70,-11.80
30-September-2015,315.90,327.30,315.10,321.30,320.545787545787545787,3276,147,1050108.00,2458,75.03,12.20,5.40
29-September-2015,326.00,334.80,320.00,320.10,321.570361796662061755,26783,583,8612619.00,11053,41.27,14.80,-5.90
28-September-2015,353.00,354.00,335.80,336.80,342.159035409035409035,3276,197,1120913.00,2374,72.47,18.20,-16.20
24-September-2015,355.00,360.10,353.00,353.40,355.854289071680376028,1702,79,605664.00,910,53.47,7.10,-1.60
23-September-2015,357.10,365.50,352.40,359.50,359.407037185125949620,2501,143,898877.00,727,29.07,13.10,2.40
22-September-2015,371.10,371.10,358.00,359.40,364.600454029511918274,3524,193,1284852.00,2188,62.09,13.10,-11.70
21-September-2015,364.50,372.00,362.10,366.70,366.986301369863013698,3504,198,1285920.00,1427,40.72,9.90,2.20
18-September-2015,350.00,361.80,347.40,359.40,358.494139194139194139,10920,458,3914756.00,3348,30.66,14.40,9.40
16-September-2015,353.90,358.90,338.00,344.60,350.779367918902802623,3354,213,1176514.00,1203,35.87,20.90,-9.30
15-September-2015,355.80,365.80,346.00,348.60,357.703598867771936918,12365,624,4423005.00,4594,37.15,19.80,-7.20
14-September-2015,360.00,361.70,345.00,348.40,354.126606839679844773,4123,252,1460064.00,1651,40.04,16.70,-11.60
11-September-2015,349.10,361.60,340.00,351.30,355.768461491554363070,16399,541,5834247.00,6058,36.94,21.60,2.20
10-September-2015,343.80,351.30,325.50,344.40,343.832474100260224873,20367,756,7002836.00,8912,43.76,25.80,0.60
9-September-2015,323.90,334.60,322.40,334.60,332.181701666173715863,10143,252,3369319.00,6059,59.74,12.20,10.70
8-September-2015,330.00,338.70,313.50,318.70,318.442122823480346157,47955,972,15270892.00,10804,22.53,25.20,-11.30
7-September-2015,358.00,358.00,330.00,330.00,338.992158092848180677,6376,344,2161414.00,3671,57.58,28.00,-28.00
4-September-2015,359.00,360.80,332.00,347.30,354.982693749674204624,748169,1068,265587047.00,726960,97.17,28.80,-11.70
3-September-2015,338.00,343.70,337.30,343.70,342.965101786456169505,2407,56,825517.00,2033,84.46,6.40,5.70
2-September-2015,334.40,337.90,318.00,327.40,327.332804442681475604,2521,129,825206.00,1735,68.82,19.90,-7.00
1-September-2015,346.50,357.30,329.20,330.40,342.090865291963769512,10378,474,3550219.00,3324,32.03,28.10,-16.10
31-August-2015,345.00,356.00,340.80,346.50,346.411509151769816964,14041,268,4863964.00,11847,84.37,15.20,1.50
28-August-2015,346.70,352.90,325.00,344.10,348.114151945168452553,20718,618,7212229.00,7329,35.38,27.90,-2.60
27-August-2015,335.90,336.10,321.00,336.10,332.052685248130523453,2942,126,976899.00,2416,82.12,15.10,0.20
26-August-2015,311.30,327.90,304.60,320.10,323.309536243994150825,19148,560,6190731.00,7258,37.90,23.30,8.80
25-August-2015,345.00,345.00,311.00,312.30,316.808305294846821321,56470,897,17890165.00,39072,69.19,34.00,-32.70
24-August-2015,352.00,377.00,345.50,345.50,354.723533653092573434,95697,761,33945978.00,89171,93.18,31.50,-6.50
21-August-2015,363.00,396.70,353.60,383.80,374.180254192238921374,20693,955,7742912.00,5828,28.16,43.10,20.80
20-August-2015,410.00,412.00,371.00,375.40,385.787920533642691415,13792,607,5320787.00,7450,54.02,41.00,-34.60
19-August-2015,430.60,430.60,406.60,411.50,419.138797364085667215,4856,295,2035338.00,2753,56.69,24.00,-19.10
18-August-2015,430.00,444.60,423.50,428.50,432.888049901510177281,12184,463,5274308.00,4224,34.67,21.10,-1.50
17-August-2015,444.80,445.00,414.00,423.70,426.111563405547122947,14494,696,6176061.00,5003,34.52,31.00,-21.10
14-August-2015,448.70,469.00,401.50,450.20,443.495383865140146519,90227,2227,40015258.00,53484,59.28,67.50,1.50
13-August-2015,447.80,466.70,435.20,445.10,451.659500933158222160,14467,965,6534158.00,5668,39.18,31.50,-2.70
12-August-2015,455.00,465.50,430.50,438.80,444.314295934183855967,8387,347,3726464.00,3948,47.07,35.00,-16.20
11-August-2015,488.90,491.10,451.10,459.80,469.924050632911392405,15010,632,7053560.00,4948,32.96,40.00,-29.10
10-August-2015,488.00,509.00,456.00,465.70,488.066723116003386960,41335,1393,20174238.00,16964,41.04,53.00,-22.30
7-August-2015,445.00,488.40,443.70,487.90,474.783887840719095608,65193,1436,30952586.00,31073,47.66,44.70,42.90
6-August-2015,470.00,470.00,444.00,444.00,450.463833865814696485,15650,636,7049759.00,8216,52.50,26.00,-26.00
5-August-2015,469.90,475.00,461.30,467.30,472.687149086556274403,35087,586,16585174.00,14150,40.33,13.70,-2.60
4-August-2015,442.10,452.40,435.80,452.40,450.487959655389787770,23795,635,10719361.00,11292,47.46,16.60,10.30
3-August-2015,430.00,453.00,420.10,430.90,440.620529124560009083,8807,516,3880545.00,3650,41.44,32.90,0.90
31-July-2015,460.00,477.30,431.90,434.00,454.185532514911760427,89359,3682,40585565.00,15213,17.02,45.40,-26.00
30-July-2015,478.00,494.50,454.60,454.60,468.337238169123351435,12890,552,6036867.00,5940,46.08,39.90,-23.40
29-July-2015,499.00,499.00,470.20,478.50,480.129337655639873277,27146,1053,13033591.00,11530,42.47,28.80,-20.50
28-July-2015,493.60,493.60,484.00,493.60,492.830328425821064552,44150,636,21758459.00,19914,45.11,9.60,0.00
27-July-2015,464.00,480.70,444.00,470.10,466.711735257306927777,54332,1946,25357382.00,22737,41.85,36.70,6.10
24-July-2015,457.90,457.90,457.90,457.90,457.899981199473585260,5319,38,2435570.00,5319,100.00,0.00,0.00
23-July-2015,436.10,436.10,436.10,436.10,436.099848714069591527,3305,62,1441310.00,3300,99.85,0.00,0.00
22-July-2015,380.90,415.40,378.00,415.40,394.386076899969960949,26632,793,10503290.00,11430,42.92,37.40,34.50
21-July-2015,402.90,406.00,374.70,377.70,386.960366839043309631,24752,1026,9578043.00,9394,37.95,31.30,-25.20
20-July-2015,398.90,409.60,397.00,400.40,402.699179176218294757,27046,1062,10891402.00,9450,34.94,12.60,1.50
17-July-2015,399.00,403.70,382.70,392.00,393.814724938155259747,42445,1934,16715466.00,8255,19.45,21.00,-7.00
16-July-2015,380.10,398.00,373.50,384.80,388.723521488918819640,81670,3369,31747050.00,18385,22.51,24.50,4.70
15-July-2015,338.00,369.80,312.30,364.90,346.317475906942483579,65164,2165,22567432.00,22675,34.80,57.50,26.90
14-July-2015,345.00,347.90,334.10,336.20,339.491381200929865344,22799,914,7740064.00,8370,36.71,13.80,-8.80
13-July-2015,334.60,350.60,333.70,344.60,343.471564538911683594,59468,2252,20425567.00,18928,31.83,16.90,10.00
10-July-2015,316.80,338.20,307.00,330.60,325.366829894207604483,76376,3110,24850217.00,14165,18.55,31.20,13.80
9-July-2015,314.80,331.40,305.00,309.70,319.365159195311262474,75756,2622,24193827.00,24385,32.19,26.40,-5.10
8-July-2015,290.00,320.80,289.70,316.50,314.465793677401542193,152121,3972,47836851.00,55134,36.24,31.10,26.50
7-July-2015,293.00,299.00,281.70,291.70,289.958060404347980030,56486,2052,16378571.00,19122,33.85,17.30,-1.30
6-July-2015,248.50,303.70,241.00,290.60,291.303358757671418207,255005,5998,74283813.00,60238,23.62,62.70,42.10
3-July-2015,244.90,265.20,244.00,253.10,257.176463751646478473,77438,2852,19915231.00,11508,14.86,21.20,8.20
2-July-2015,198.70,234.90,194.10,234.90,223.389597677312318540,60275,1852,13464808.00,18538,30.76,40.80,36.20
1-July-2015,199.00,202.20,193.10,195.80,198.728647893879450779,4297,193,853937.00,1813,42.19,9.10,-3.20
30-June-2015,196.80,196.80,187.90,194.10,192.210372960372960372,1716,71,329833.00,819,47.73,8.90,-2.70
29-June-2015,186.00,186.10,182.00,184.50,183.985815602836879432,141,15,25942.00,91,64.54,4.10,-1.50
26-June-2015,187.50,190.00,185.00,189.80,188.615930169121658483,1833,74,345733.00,1325,72.29,5.00,2.30
25-June-2015,187.00,190.30,186.40,187.00,187.291428571428571428,1400,70,262208.00,827,59.07,3.90,0.00
24-June-2015,186.70,192.00,184.10,186.90,187.590562613430127041,2755,103,516812.00,1480,53.72,7.90,0.20
23-June-2015,187.00,195.00,187.00,188.30,191.049317943336831059,1906,96,364140.00,513,26.92,8.00,1.30
22-June-2015,191.50,196.00,188.30,188.70,190.981818181818181818,660,51,126048.00,355,53.79,7.70,-2.80
19-June-2015,186.60,197.20,186.00,193.10,194.109428950863213811,3765,150,730822.00,2296,60.98,11.20,6.50
18-June-2015,186.00,189.90,186.00,187.70,187.446452933151432469,2932,129,549593.00,1666,56.82,3.90,1.70
17-June-2015,184.20,193.90,182.00,188.40,189.393550944892295493,7567,393,1433141.00,3100,40.97,11.90,4.20
16-June-2015,178.00,183.00,175.00,181.00,178.773713577185368877,1613,66,288362.00,1050,65.10,8.00,3.00
15-June-2015,182.50,183.00,173.60,179.90,180.438652766639935846,1247,66,225007.00,621,49.80,9.40,-2.60
12-June-2015,181.50,184.90,178.00,182.50,181.499588138385502471,2428,86,440681.00,1175,48.39,6.90,1.00
11-June-2015,195.70,195.70,172.00,178.10,182.508715443543910291,9007,337,1643856.00,4705,52.24,23.70,-17.60
10-June-2015,190.00,204.50,188.50,192.20,197.652158182278664206,27639,874,5462908.00,4235,15.32,16.00,2.20
9-June-2015,185.00,193.50,185.00,186.60,188.852705882352941176,8500,286,1605248.00,3126,36.78,8.50,1.60
8-June-2015,199.00,199.00,186.40,188.70,191.337624126517101875,8157,238,1560741.00,3962,48.57,12.60,-10.30
5-June-2015,202.00,207.60,195.60,199.40,200.547977075412812801,17623,421,3534257.00,5750,32.63,12.00,-2.60
4-June-2015,200.50,208.00,193.00,202.40,201.725931920225540357,38308,1595,7727717.00,7394,19.30,15.00,1.90
3-June-2015,204.50,209.00,188.00,200.00,200.506360034220361114,88836,2701,17812183.00,11711,13.18,21.00,-4.50
2-June-2015,194.00,219.00,184.60,202.80,206.219999139024382167,301983,8635,62274934.00,24952,8.26,34.40,8.80
1-June-2015,163.00,190.30,162.90,190.30,184.494011174679648031,59778,1624,11028683.00,19690,32.94,27.40,27.30
29-May-2015,161.10,162.20,158.00,158.60,160.144083969465648854,1048,24,167831.00,258,24.62,4.20,-2.50
28-May-2015,161.80,163.40,161.20,163.10,162.149330587023686920,971,19,157447.00,524,53.96,2.20,1.30
27-May-2015,162.00,165.00,162.00,163.80,164.080467675378266850,1454,43,238573.00,1008,69.33,3.00,1.80
26-May-2015,161.50,166.00,160.00,165.00,163.611111111111111111,954,29,156085.00,190,19.92,6.00,3.50
25-May-2015,163.30,166.60,162.20,165.40,163.685826257348138471,1531,31,250603.00,1310,85.56,4.40,2.10
22-May-2015,167.90,173.00,162.00,163.20,168.353302381308971094,6677,84,1124095.00,3651,54.68,11.00,-4.70
21-May-2015,168.00,168.00,163.60,165.70,165.780423280423280423,756,21,125330.00,351,46.43,4.40,-2.30
20-May-2015,165.90,167.00,162.10,165.80,165.103274559193954659,1985,40,327730.00,924,46.55,4.90,-0.10
19-May-2015,165.50,166.20,161.90,162.90,164.069739952718676122,2538,65,416409.00,1452,57.21,4.30,-2.60
18-May-2015,162.00,167.90,160.00,163.90,163.804509530450953045,8604,207,1409374.00,5055,58.75,7.90,1.90
15-May-2015,159.00,159.00,154.00,154.60,157.574537540805223068,919,24,144811.00,819,89.12,5.00,-4.40
14-May-2015,157.00,162.10,156.10,156.80,159.646788990825688073,1308,41,208818.00,529,40.44,6.00,-0.20
13-May-2015,156.00,161.80,155.50,157.00,158.164682539682539682,504,16,79715.00,223,44.25,6.30,1.00
12-May-2015,160.00,160.00,152.40,158.40,155.035528330781010719,3265,114,506191.00,950,29.10,7.60,-1.60
11-May-2015,160.00,170.90,160.00,162.50,165.726608931906945151,5889,158,975964.00,3001,50.96,10.90,2.50
8-May-2015,148.10,157.90,148.10,156.50,155.405172413793103448,464,32,72108.00,253,54.53,9.80,8.40
7-May-2015,151.10,153.90,149.60,150.00,150.725826705734616994,4778,160,720168.00,3505,73.36,4.30,-1.10
6-May-2015,161.00,165.70,155.00,155.20,159.069077013521457965,3402,111,541153.00,2466,72.49,10.70,-5.80
5-May-2015,150.00,164.70,147.10,160.20,158.950417827298050139,8975,554,1426580.00,3135,34.93,17.60,10.20
4-May-2015,150.00,156.00,150.00,151.00,152.578820697954271961,831,37,126793.00,788,94.83,6.00,1.00
30-April-2015,142.00,146.00,142.00,146.00,145.954635108481262327,507,35,73999.00,502,99.01,4.00,4.00
29-April-2015,144.00,146.80,140.80,144.50,144.990878938640132669,1206,24,174859.00,300,24.88,6.00,0.50
28-April-2015,136.20,140.80,134.00,140.80,135.170212765957446808,47,14,6353.00,35,74.47,6.80,4.60
27-April-2015,136.00,140.50,132.00,136.80,135.579375000000000000,1600,73,216927.00,1250,78.12,8.50,0.80
